title,location,country,city,stars,rating,ratings_no,date,duration,airport,food,price,old_price
Esencja Wietnamu,Objazd + wypoczynek Wietnam,Wietnam,,,4.9,25,17.12.2023,1,Warszawa Chopin,Wg programu imprezy,8002.0,8452.0
Le Palmiste Resort & Spa,Wypoczynek Mauritius: Port Luis,Mauritius, Port Luis,3.0,5.5,2,11.11.2023,10,Warszawa Chopin,All inclusive,8006.0,8306.0
Phuket i rajskie plaże,Objazd + wypoczynek Tajlandia: Phuket,Tajlandia, Phuket,,6.0,2,12.12.2023,3,Warszawa Chopin,Wg programu imprezy,8007.0,8907.0
Savoy Beach,Wypoczynek Włochy: Kampania,Włochy, Kampania,4.0,,0,17.09.2023,8,Katowice,Śniadania i obiadokolacje,8019.0,
La Plage Resort,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,5.0,,0,18.06.2023,8,Katowice,Śniadania,8027.0,
Nusa Dua Beach,Wypoczynek Indonezja: Bali,Indonezja, Bali,5.0,5.7,3,12.05.2023,12,Warszawa Chopin,Śniadania,8046.0,
Auberge Chez Plume,Wypoczynek Seszele: Mahe,Seszele, Mahe,3.0,,0,28.09.2023,9,Warszawa Chopin,Śniadania,8047.0,
Dos Playas Beach House by Faranda,Wypoczynek Meksyk: Cancun - Riviera Maya,Meksyk, Cancun - Riviera Maya,3.0,4.7,22,14.12.2023,9,Warszawa Chopin,All inclusive,8054.0,8854.0
Iberostar Grand Packard,Wypoczynek Kuba,Kuba,,5.0,,0,13.12.2023,3,Katowice,Bez wyżywienia,8057.0,8857.0
Sri Lanka Łza z policzka Indii,Objazd + wypoczynek Sri Lanka: Zachodnia Sri Lanka,Sri Lanka, Zachodnia Sri Lanka,,5.0,25,21.06.2023,12,Warszawa Chopin,Wg programu imprezy,8076.0,
Bahia Principe Grand El Portillo,Wypoczynek Dominikana: Samana,Dominikana, Samana,5.0,5.6,65,14.12.2023,9,Katowice,All inclusive,8079.0,8479.0
"Egzotyka Light - Kuba - Varadero, Memories Varadero Beach Resort",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,4.6,152,13.12.2023,9,Katowice,All inclusive,8089.0,
Kuba - karaibskie perły,Objazd + wypoczynek Kuba,Kuba,,,5.3,5,13.12.2023,8,Katowice,Wg programu imprezy,8090.0,8890.0
"Egzotyka Light - Margarita, Hesperia Playa el Agua",Objazd + wypoczynek Wenezuela: Wyspa Margarita,Wenezuela, Wyspa Margarita,,,0,09.12.2023,9,Warszawa Chopin,All inclusive,8095.0,8895.0
Melia Las Americas,Wypoczynek Kuba: Varadero,Kuba, Varadero,5.0,5.0,1,13.12.2023,9,Katowice,All inclusive,8111.0,8911.0
"Egzotyka Light - Margarita, SUNSOL Isla Caribe",Objazd + wypoczynek Wenezuela: Wyspa Margarita,Wenezuela, Wyspa Margarita,,,0,16.12.2023,9,Warszawa Chopin,All inclusive,8116.0,8916.0
Grecotel Corfu Imperial Luxury Beach Resort,Wypoczynek Grecja: Korfu,Grecja, Korfu,5.0,,0,20.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,8130.0,
Epic Sana Algarve,Wypoczynek Portugalia: Algarve,Portugalia, Algarve,5.0,,0,14.09.2023,8,Warszawa Chopin,Śniadania,8130.0,
"Egzotyka Light - Kuba - Varadero, ROC Varadero",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,3.6,34,13.12.2023,9,Katowice,All inclusive,8139.0,
Avani Kalutara,Wypoczynek Sri Lanka,Sri Lanka,,4.0,5.0,1,23.11.2023,12,Warszawa Chopin,Śniadania i obiadokolacje,8141.0,8741.0
"Egzotyka Light - Kuba - Varadero, Playa Vista Azul",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.2,14,13.12.2023,9,Katowice,All inclusive,8143.0,
Royal Cliff Beach,Wypoczynek Tajlandia: Pattaya/Jomtien,Tajlandia, Pattaya/Jomtien,5.0,5.3,17,15.12.2023,9,Katowice,Śniadania,8145.0,8645.0
"Egzotyka Light - Kuba - Varadero, Melia Marina Varadero",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.2,25,13.12.2023,9,Katowice,All inclusive,8149.0,
Santhiya Tree Koh Chang Resort,Wypoczynek Tajlandia: Koh Chang,Tajlandia, Koh Chang,4.0,5.5,1,15.12.2023,9,Katowice,Śniadania,8149.0,8649.0
U podnóża Himalajów Premium,Objazd Nepal i Indie,Nepal i Indie,,,5.4,7,19.10.2023,11,Warszawa Chopin,Śniadania i obiadokolacje,8166.0,8866.0
Tangerine Beach,Wypoczynek Sri Lanka: Zachodnia Sri Lanka,Sri Lanka, Zachodnia Sri Lanka,4.0,5.4,42,23.11.2023,12,Warszawa Chopin,All inclusive,8166.0,8666.0
Sai Kaew Deluxe Cottage,Wypoczynek Tajlandia: Koh Samet,Tajlandia, Koh Samet,3.0,5.5,1,15.12.2023,9,Katowice,Śniadania,8180.0,8680.0
Shinagawa Beach,Wypoczynek Sri Lanka: Zachodnia Sri Lanka,Sri Lanka, Zachodnia Sri Lanka,4.5,6.0,3,23.11.2023,12,Warszawa Chopin,Śniadania i obiadokolacje,8191.0,8741.0
Dewa,Wypoczynek Tajlandia: Koh Chang,Tajlandia, Koh Chang,4.0,6.0,2,15.12.2023,9,Katowice,Śniadania,8197.0,8697.0
Le Grand Bleu Hotel,Wypoczynek Mauritius,Mauritius,,3.0,,0,11.11.2023,10,Warszawa Chopin,All inclusive,8206.0,8506.0
Siam Bayview,Wypoczynek Tajlandia: Pattaya/Jomtien,Tajlandia, Pattaya/Jomtien,4.0,5.5,24,11.12.2023,7,Warszawa Chopin,Śniadania,8206.0,8706.0
Discovery Beach,Wypoczynek Tajlandia: Pattaya/Jomtien,Tajlandia, Pattaya/Jomtien,4.0,5.3,37,08.12.2023,7,Katowice,Śniadania,8222.0,8722.0
Bali - Wyspa Bogów PREMIUM,Objazd + wypoczynek Indonezja: Bali,Indonezja, Bali,,5.5,2,21.11.2023,8,Warszawa Chopin,Wg programu imprezy,8223.0,9023.0
Siam Bayshore,Wypoczynek Tajlandia: Pattaya/Jomtien,Tajlandia, Pattaya/Jomtien,4.0,4.9,88,08.12.2023,7,Katowice,Śniadania,8231.0,8731.0
My Blue Hotel,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,4.0,5.8,42,25.10.2023,9,Katowice,"Śniadania, obiady i kolacje",8237.0,
Harce na Lance,Objazd Sri Lanka: Zachodnia Sri Lanka,Sri Lanka, Zachodnia Sri Lanka,,5.5,61,05.07.2023,12,Warszawa Chopin,Wg programu imprezy,8247.0,
SUNSOL Punta Blanca,Wypoczynek Wenezuela: Wyspa Coche,Wenezuela, Wyspa Coche,5.0,,0,16.12.2023,9,Warszawa Chopin,All inclusive,8260.0,9060.0
Hotel Due Torri,Wypoczynek Włochy: Kampania,Włochy, Kampania,4.0,5.2,3,04.06.2023,8,Katowice,Śniadania i obiadokolacje,8263.0,
Salinda Resort Phu Quoc,Wypoczynek Wietnam: Phu Quoc,Wietnam, Phu Quoc,5.0,6.0,5,10.12.2023,9,Warszawa Chopin,Śniadania,8273.0,8773.0
Egzotyka Light - Tajlandia z pobytem na Phuket,Objazd + wypoczynek Tajlandia: Bangkok,Tajlandia, Bangkok,,,0,12.12.2023,4,Warszawa Chopin,Wg programu imprezy,8274.0,9174.0
Wakacje bez granic - Jeri,Objazd Brazylia: Fortaleza,Brazylia, Fortaleza,,,0,01.12.2023,10,Warszawa Chopin,Śniadania,8276.0,8676.0
Santa Marta Hotel & SPA,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,5.0,,0,13.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,8280.0,
Egzotyka Light - Dominikana dla aktywnych,Objazd Dominikana: Puerto Plata,Dominikana, Puerto Plata,,5.1,1003,14.12.2023,8,Katowice,All inclusive,8289.0,8589.0
"Egzotyka Light - Kuba - Varadero, Be Live Experience Varadero",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.0,46,13.12.2023,9,Katowice,All inclusive,8289.0,
Wietnam w słomkowym kapeluszu,Objazd Wietnam: Region Południowo - Wschodni,Wietnam, Region Południowo - Wschodni,,5.2,36,18.05.2023,15,Warszawa Chopin,Wg programu imprezy,8309.0,
Bahia Principe Luxury Samana,Wypoczynek Dominikana: Samana,Dominikana, Samana,5.0,6.0,1,16.12.2023,9,Warszawa Chopin,Śniadania,8313.0,8713.0
Bali i Ijen - Harmonia Żywiołów,Objazd + wypoczynek Indonezja: Bali,Indonezja, Bali,,4.8,4,24.10.2023,7,Warszawa Chopin,Wg programu imprezy,8320.0,
Wyndham Isla Margarita Concorde,Wypoczynek Wenezuela: Wyspa Margarita,Wenezuela, Wyspa Margarita,5.0,,0,16.12.2023,9,Warszawa Chopin,All inclusive,8320.0,9120.0
Club Hotel Dolphin,Wypoczynek Sri Lanka: Zachodnia Sri Lanka,Sri Lanka, Zachodnia Sri Lanka,4.0,5.2,6,14.12.2023,12,Warszawa Chopin,All inclusive,8325.0,8975.0
"Egzotyka Light - Kuba - Varadero, Melia Las Antillas",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.3,41,13.12.2023,9,Katowice,All inclusive,8368.0,
Melia Internacional,Wypoczynek Kuba: Varadero,Kuba, Varadero,5.0,4.7,11,13.12.2023,9,Katowice,All inclusive,8382.0,9182.0
"Egzotyka Light - Kuba - Varadero, Iberostar Tainos",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,4.8,26,13.12.2023,9,Katowice,All inclusive,8388.0,
"Kenijskie Trio, Serena Beach Resort & SPA 3 noce + objazd 4 noce",Objazd + wypoczynek Kenia: Mombasa Północna,Kenia, Mombasa Północna,,5.4,146,05.12.2023,9,Warszawa Chopin,"Śniadania, obiady i kolacje",8391.0,8891.0
"Egzotyka Light - Kuba - Varadero, Iberostar Playa Alameda",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.1,18,13.12.2023,9,Katowice,All inclusive,8399.0,
"Egzotyka Light - Kuba - Varadero, Melia Peninsula Varadero",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,4.8,13,13.12.2023,9,Katowice,All inclusive,8411.0,
Uzbekistan - Zobaczyć Samarkandę,Objazd Uzbekistan,Uzbekistan,,,5.2,35,26.07.2023,10,Warszawa Chopin,Śniadania i obiadokolacje,8425.0,
"Rajskie wakacje, Le Grand Bleu Hotel",Objazd + wypoczynek Mauritius,Mauritius,,,5.4,72,09.09.2023,10,Warszawa Chopin,All inclusive,8429.0,
Catalonia Yucatan Beach,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,4.5,5.4,34,14.12.2023,9,Warszawa Chopin,All inclusive,8429.0,9229.0
"Egzotyka Light - Margarita, SUNSOL Ecoland",Objazd + wypoczynek Wenezuela: Wyspa Margarita,Wenezuela, Wyspa Margarita,,,0,09.12.2023,9,Warszawa Chopin,All inclusive,8431.0,9231.0
Sri Lanka - Esencja Cejlonu Premium,Objazd + wypoczynek Sri Lanka: Zachodnia Sri Lanka,Sri Lanka, Zachodnia Sri Lanka,,4.0,2,14.12.2023,5,Warszawa Chopin,Śniadania i obiadokolacje,8438.0,8788.0
"Egzotyka Light - Kuba - Varadero, Starfish Varadero",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.5,1,13.12.2023,9,Katowice,All inclusive,8439.0,
"Egzotyka Light - Kuba - Varadero, Grand Memories Varadero",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,4.2,10,13.12.2023,9,Katowice,All inclusive,8439.0,
"Rajskie wakacje, Le Palmiste Resort & Spa",Objazd + wypoczynek Mauritius: Port Luis,Mauritius, Port Luis,,5.5,2,18.11.2023,10,Warszawa Chopin,All inclusive,8441.0,8741.0
Kolory Pustynnych Miast Premium,Objazd Indie: Radżastan,Indie, Radżastan,,,0,06.10.2023,15,Warszawa Chopin,Śniadania i obiadokolacje,8448.0,9098.0
Ao Prao,Wypoczynek Tajlandia: Koh Samet,Tajlandia, Koh Samet,4.0,5.6,35,15.12.2023,9,Katowice,Śniadania,8451.0,8951.0
"Egzotyka Light - Kuba - Varadero, Sol Varadero Beach",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.0,46,13.12.2023,9,Katowice,All inclusive,8452.0,
Viva Wyndham Maya,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,4.0,5.4,4,14.12.2023,9,Warszawa Chopin,All inclusive,8456.0,9256.0
Bluebay Grand Esmeralda,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,4.9,96,14.12.2023,9,Warszawa Chopin,All inclusive,8465.0,9265.0
"Egzotyka Light - Kuba - Varadero, Occidental Arenas Blancas",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.0,4,13.12.2023,9,Katowice,All inclusive,8467.0,
Bohol Bee Farm,Wypoczynek Filipiny: Bohol,Filipiny, Bohol,3.5,,0,01.12.2023,13,Warszawa Chopin,Śniadania,8470.0,9170.0
"Fiordy, Nordkapp i Lofoty - Po Koło Podbiegunowe","Objazd Norwegia, Finlandia, Szwecja","Norwegia, Finlandia, Szwecja",,,5.1,89,11.09.2023,13,Gdańsk,Śniadania,8470.0,
Breezes Beach Club Zanzibar,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,4.5,5.0,1,04.12.2023,11,Katowice,Śniadania i obiadokolacje,8474.0,8824.0
Smok w dżungli,Objazd + wypoczynek Kambodża i Wietnam,Kambodża i Wietnam,,,5.2,33,17.12.2023,1,Warszawa Chopin,Wg programu imprezy,8483.0,8933.0
Jawa i Bali - W krainie batiku,Objazd + wypoczynek Indonezja: Bali,Indonezja, Bali,,4.9,96,29.10.2023,4,Warszawa Chopin,Wg programu imprezy,8490.0,
"Egzotyka Light - Kuba - Varadero, Iberostar Laguna Azul",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,4.7,103,13.12.2023,9,Katowice,All inclusive,8499.0,
Tarisa Resort & Spa,Wypoczynek Mauritius,Mauritius,,3.0,5.3,22,11.11.2023,10,Warszawa Chopin,All inclusive,8500.0,8800.0
The Kee Resort & Spa,Wypoczynek Tajlandia: Phuket,Tajlandia, Phuket,4.0,,0,12.12.2023,9,Warszawa Chopin,Śniadania,8503.0,9403.0
Quinta do Lago,Wypoczynek Portugalia: Algarve,Portugalia, Algarve,5.0,,0,02.10.2023,8,Katowice,Śniadania,8511.0,
"Lofoty - Polarne dni, słoneczne noce",Objazd Norwegia:  Østlandet - Sør-Trøndelag,Norwegia,  Østlandet - Sør-Trøndelag,,5.6,55,24.08.2023,8,Gdańsk,Śniadania,8524.0,
Jalsa Beach Hotel & SPA,Wypoczynek Mauritius,Mauritius,,4.0,,0,26.08.2023,10,Warszawa Chopin,All Inclusive Soft,8547.0,
Annika Koh Chang (ex. Ramayana),Wypoczynek Tajlandia: Koh Chang,Tajlandia, Koh Chang,3.0,4.7,3,08.12.2023,7,Katowice,Śniadania,8552.0,9052.0
Viva Wyndham V Samana,Wypoczynek Dominikana: Samana,Dominikana, Samana,4.5,5.4,25,16.12.2023,9,Warszawa Chopin,All inclusive,8563.0,8963.0
"Egzotyka Light - Kuba - Varadero, Sol Palmeras",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,6.0,4,13.12.2023,9,Katowice,All inclusive,8569.0,
Rejs u wybrzeży Emiratów Arabskich - Fale Orientu,"Objazd Zjednoczone Emiraty Arabskie, Oman, Katar","Zjednoczone Emiraty Arabskie, Oman, Katar",,,5.7,28,23.12.2023,8,Warszawa Chopin,"Śniadania, obiady i kolacje",8575.0,8875.0
Dumaluan Beach Resort,Wypoczynek Filipiny: Bohol,Filipiny, Bohol,2.0,,0,01.12.2023,13,Warszawa Chopin,Śniadania,8576.0,9276.0
Novotel Rayong,Wypoczynek Tajlandia: Rayong,Tajlandia, Rayong,4.0,5.3,54,08.12.2023,7,Katowice,Śniadania,8587.0,9087.0
Bahia Principe Grand Coba,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.6,158,14.12.2023,9,Warszawa Chopin,All inclusive,8616.0,9416.0
Karafuu Beach Resort & Spa,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,5.0,5.5,11,20.09.2023,8,Katowice,Śniadania i obiadokolacje,8616.0,
"Egzotyka Light - Kuba - Varadero, Be Live Experience Turquesa",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,4.8,60,13.12.2023,9,Katowice,All inclusive,8618.0,
"Egzotyka Light - Kuba - Varadero, Sirenis Tropical Varadero (ex. Be Live Experience Tropical)",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.2,11,13.12.2023,9,Katowice,All inclusive,8618.0,
"Egzotyka Light - Kuba - Varadero, Iberostar Selection Bella Vista",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.3,72,13.12.2023,9,Katowice,All inclusive,8618.0,
"Egzotyka Light - Kuba - Varadero, Barcelo Solymar",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.1,17,13.12.2023,9,Katowice,All inclusive,8618.0,
Laguna Beach Hotel & Spa,Wypoczynek Mauritius,Mauritius,,3.0,4.8,3,12.08.2023,10,Warszawa Chopin,All inclusive,8626.0,
Melia Bali The Garden Villas,Wypoczynek Indonezja: Bali,Indonezja, Bali,5.0,5.5,16,20.10.2023,12,Warszawa Chopin,Śniadania,8626.0,
Pearle Beach Resort & Spa,Wypoczynek Mauritius,Mauritius,,4.0,,0,09.12.2023,10,Warszawa Chopin,All inclusive,8627.0,8927.0
"Domes Zeen Chania, a Luxury Collection Resort",Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,5.0,,0,07.05.2023,8,Katowice,Śniadania,8627.0,
"Egzotyka Light - Kuba - Varadero, Be Live Las Morlas",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,6.0,1,13.12.2023,9,Katowice,All inclusive,8639.0,
Egzotyka light - Kolumbia,Objazd Kolumbia,Kolumbia,,,,0,07.11.2023,12,Warszawa Chopin,Śniadania,8644.0,9044.0
"Powitanie z Afryką, Serena Beach Resort & SPA 4 noce + objazd 3 noce",Objazd + wypoczynek Kenia: Mombasa Północna,Kenia, Mombasa Północna,,5.2,171,12.12.2023,9,Katowice,"Śniadania, obiady i kolacje",8649.0,9199.0
Iberostar Selection Varadero,Wypoczynek Kuba: Varadero,Kuba, Varadero,5.0,5.5,31,13.12.2023,9,Katowice,All inclusive,8654.0,9454.0
Sai Kaew Premier Room,Wypoczynek Tajlandia: Koh Samet,Tajlandia, Koh Samet,4.0,5.7,14,15.12.2023,9,Katowice,Śniadania,8668.0,9168.0
"Tamil Nadu i Kerala, coś dla ducha, coś dla ciała",Objazd Indie: Tamilnadu - Kerala - Karnataka,Indie, Tamilnadu - Kerala - Karnataka,,5.2,18,31.10.2023,14,Warszawa Chopin,Śniadania i obiadokolacje,8672.0,9072.0
Casuarina Resort & Spa,Wypoczynek Mauritius,Mauritius,,3.0,4.9,22,18.11.2023,10,Warszawa Chopin,All inclusive,8674.0,8974.0
Valmer Resort,Wypoczynek Seszele: Mahe,Seszele, Mahe,3.5,4.5,2,28.09.2023,9,Warszawa Chopin,Śniadania,8676.0,
Ramada Resort by Wyndham Khao Lak,Wypoczynek Tajlandia: Khao Lak,Tajlandia, Khao Lak,5.0,,0,12.12.2023,9,Warszawa Chopin,Śniadania,8687.0,9587.0
Siedem cudów Jukatanu,Objazd + wypoczynek Meksyk,Meksyk,,,5.3,37,14.12.2023,8,Warszawa Chopin,Wg programu imprezy,8688.0,9488.0
Amari Phuket,Wypoczynek Tajlandia: Phuket,Tajlandia, Phuket,5.0,5.8,2,12.12.2023,9,Warszawa Chopin,Śniadania,8689.0,9589.0
Złoty Trójkąt i Bollywood Premium,Objazd Indie: Uttar Pradesh - Radżastan - Maharasztra - New Delhi,Indie, Uttar Pradesh - Radżastan - Maharasztra - New Delhi,,,0,16.11.2023,9,Warszawa Chopin,Śniadania i obiadokolacje,8693.0,9293.0
Mercure Rayong Lomtalay Villas and Resort,Wypoczynek Tajlandia: Rayong,Tajlandia, Rayong,4.0,,0,04.12.2023,7,Warszawa Chopin,Śniadania,8721.0,9221.0
La Vela Khao Lak,Wypoczynek Tajlandia: Khao Lak,Tajlandia, Khao Lak,5.0,,0,12.12.2023,9,Warszawa Chopin,Śniadania,8732.0,9632.0
Merit Park Hotel,Wypoczynek Cypr i Cypr Północny,Cypr i Cypr Północny,,5.0,,0,10.06.2023,8,Katowice,Ultra All Inclusive,8736.0,
"Rajskie wakacje, Tarisa Resort & Spa",Objazd + wypoczynek Mauritius,Mauritius,,,5.3,22,04.11.2023,10,Warszawa Chopin,All inclusive,8741.0,8941.0
Aiyapura,Wypoczynek Tajlandia: Koh Chang,Tajlandia, Koh Chang,4.0,5.8,11,08.12.2023,7,Katowice,Śniadania,8741.0,9241.0
Don Pepe Gran Melia,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,5.0,,0,23.10.2023,8,Warszawa Chopin,Śniadania,8752.0,
Barcelo Maya Grand Resort,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.4,207,10.12.2023,9,Katowice,All inclusive,8780.0,9580.0
Sani Asterias,Wypoczynek Grecja: Chalkidiki,Grecja, Chalkidiki,5.0,,0,30.09.2023,8,Katowice,Śniadania,8788.0,
Viva Wyndham Azteca,Wypoczynek Meksyk,Meksyk,,4.0,6.0,1,14.12.2023,9,Warszawa Chopin,All inclusive,8807.0,9607.0
Herbata u Radży czy kawa u Szejka? Premium,Objazd Indie i Zjednoczone Emiraty Arabskie,Indie i Zjednoczone Emiraty Arabskie,,,,0,01.12.2023,12,Warszawa Chopin,Śniadania i obiadokolacje,8808.0,9608.0
"Egzotyka Light - Kuba - Varadero, Be Live Los Cactus",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.0,46,13.12.2023,9,Katowice,All inclusive,8817.0,
Cayo Exclusive Resort & Spa,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,5.0,,0,14.05.2023,8,Poznań,Śniadania,8818.0,
Rio Othon Palace,Wypoczynek Brazylia: Rio de Janeiro,Brazylia, Rio de Janeiro,5.0,5.0,2,29.10.2023,12,Warszawa Chopin,Śniadania,8824.0,9224.0
Od stolicy świata do stolicy USA,Objazd Stany Zjednoczone: Nowy Jork,Stany Zjednoczone, Nowy Jork,,5.3,119,09.05.2023,8,Warszawa Chopin,Śniadania,8825.0,
"Rajskie wakacje, Casuarina Resort & Spa",Objazd + wypoczynek Mauritius,Mauritius,,,4.9,22,11.11.2023,10,Warszawa Chopin,All inclusive,8827.0,9127.0
Coral Strand Smart,Wypoczynek Seszele: Mahe,Seszele, Mahe,3.5,,0,21.09.2023,9,Warszawa Chopin,Śniadania,8846.0,
Next Paradise Boutique Resort,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,4.0,,0,21.06.2023,8,Katowice,Śniadania i obiadokolacje,8856.0,
Kacha Resort & Spa,Wypoczynek Tajlandia: Koh Chang,Tajlandia, Koh Chang,3.0,,0,08.12.2023,7,Katowice,Śniadania,8861.0,9361.0
Royal Hideaway Corales Beach - Adults Only,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,5.0,,0,14.12.2023,8,Katowice,Śniadania,8864.0,9214.0
Anelia Hotel,Wypoczynek Mauritius,Mauritius,,4.0,5.1,9,16.09.2023,10,Warszawa Chopin,All inclusive,8875.0,
Crown Beach Seychelles,Wypoczynek Seszele: Mahe,Seszele, Mahe,3.5,,0,28.09.2023,9,Warszawa Chopin,Śniadania,8876.0,
"Egzotyka Light - Kuba - Varadero, Melia Varadero",Objazd + wypoczynek Kuba: Varadero,Kuba, Varadero,,5.4,6,13.12.2023,9,Katowice,All inclusive,8883.0,
Chiny Cesarskie,Objazd Chiny: Pekin - Szanghaj - Makau - Hong Kong,Chiny, Pekin - Szanghaj - Makau - Hong Kong,,5.5,123,18.10.2023,15,Warszawa Chopin,Wg programu imprezy,8897.0,
USA - California Dreams,Objazd Stany Zjednoczone: San Francisco - Kalifornia - Nevada,Stany Zjednoczone, San Francisco - Kalifornia - Nevada,,5.4,116,07.05.2023,10,Warszawa Chopin,Śniadania,8925.0,
Marriott Rayong Resort & Spa,Wypoczynek Tajlandia: Rayong,Tajlandia, Rayong,5.0,5.1,14,08.12.2023,7,Katowice,Śniadania,8977.0,9477.0
Miasto aniołów i niebiańskie plaże południa,Objazd + wypoczynek Tajlandia: Phuket - Kanchanaburi,Tajlandia, Phuket - Kanchanaburi,,6.0,2,12.12.2023,1,Warszawa Chopin,Wg programu imprezy,8986.0,9936.0
Maloka Boutique & SPA,Wypoczynek Wenezuela: Wyspa Margarita,Wenezuela, Wyspa Margarita,5.0,,0,09.12.2023,9,Warszawa Chopin,All inclusive,8993.0,9593.0
SYLVAN Koh Chang,Wypoczynek Tajlandia: Koh Chang,Tajlandia, Koh Chang,5.0,,0,08.12.2023,7,Katowice,Śniadania,8993.0,9493.0
Iberostar Paraiso del Mar,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,4.5,5.7,132,14.12.2023,9,Warszawa Chopin,All inclusive,9003.0,9803.0
Cancun Bay Resort,Wypoczynek Meksyk: Cancun - Riviera Maya,Meksyk, Cancun - Riviera Maya,4.0,4.5,5,14.12.2023,9,Warszawa Chopin,All inclusive,9005.0,9805.0
Rixos Premium Bodrum,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,,0,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,9029.0,
Indie i Nepal,Objazd Indie i Nepal,Indie i Nepal,,,4.8,84,31.10.2023,15,Warszawa Chopin,Śniadania i obiadokolacje,9044.0,9544.0
Melia Sol Beach House Benoa,Wypoczynek Indonezja: Bali,Indonezja, Bali,4.5,5.7,12,12.05.2023,12,Warszawa Chopin,All inclusive,9046.0,
"Rajskie wakacje, Jalsa Beach Hotel & SPA",Objazd + wypoczynek Mauritius,Mauritius,,,5.4,72,04.11.2023,10,Warszawa Chopin,All Inclusive Soft,9113.0,9313.0
Awa Resort,Wypoczynek Tajlandia: Koh Chang,Tajlandia, Koh Chang,4.0,5.8,2,08.12.2023,7,Katowice,Śniadania,9114.0,9614.0
Dreams Aventuras Riviera Maya,Wypoczynek Meksyk: Riviera Maya,Meksyk, Riviera Maya,5.0,5.6,26,14.12.2023,9,Warszawa Chopin,All inclusive,9122.0,9922.0
Ocean Beach Resort & SPA,Wypoczynek Kenia: Malindi,Kenia, Malindi,5.0,,0,12.12.2023,9,Katowice,Śniadania i obiadokolacje,9128.0,9778.0
"Rajskie wakacje, Anelia Hotel",Objazd + wypoczynek Mauritius,Mauritius,,,5.1,9,09.09.2023,10,Warszawa Chopin,All inclusive,9129.0,
IKIN Margarita Hotel & SPA,Wypoczynek Wenezuela: Wyspa Margarita,Wenezuela, Wyspa Margarita,5.0,,0,09.12.2023,9,Warszawa Chopin,All inclusive,9142.0,9742.0
Royal Zanzibar Beach Resort,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,5.0,5.4,7,14.06.2023,8,Warszawa Chopin,All inclusive,9150.0,
Dusit Thani Pattaya,Wypoczynek Tajlandia: Pattaya/Jomtien,Tajlandia, Pattaya/Jomtien,5.0,5.6,54,15.12.2023,7,Katowice,Śniadania,9153.0,9653.0
Neptune Pwani Beach Resort & Spa,Wypoczynek Tanzania: Zanzibar,Tanzania, Zanzibar,5.0,5.9,21,21.06.2023,8,Katowice,All inclusive,9157.0,
